Facility Number,Facility Name,Common Name,Registration Status,Created At,Updated At,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude,Date Opened,National Grid,Generator,Solar Panels,No Electricity,Other
100057-9,St. Raphael,St. Raphael Med Centre,Registered,2013-08-20T10:23:48.000Z,2019-08-07T07:46:31.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Tandika,Tamla,Health Center,Operating,Private - For Profit,73353,,-6.866646,39.258316,01/01/2017,1,1,0,0,0
107631-4,St. Simon,,Registered,2013-08-20T10:52:34.000Z,2015-07-08T06:24:12.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Makongo,Makongo,Health Center,Closed (Temporary),Private - For Profit,,,-6.75281,39.20264,,0,0,0,0,0
107634-8,St. Therese,Bugimbi,Registered,2013-08-20T10:52:35.000Z,2019-05-13T20:29:56.000Z,Lake Zone,Kagera,Bukoba,Bukoba MC,Bilele,Zamzam,Health Center,Operating,Private - Faith based organization (FBO),186205,,-1.32732,31.811322,07/01/2013,1,1,0,0,0
110758-0,St. Theresia,Kwa Mama Mshauri,Registered,2015-07-16T06:07:47.000Z,2018-03-15T09:48:11.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kipawa,Karakata,Dispensary,Closed (Temporary),Private - For Profit,072 380,,-6.865867,39.197775,01/07/2014,1,0,0,0,0
104923-8,St. Theresia Milala,St. Theresia Milala,Registered,2013-08-20T10:41:30.000Z,2016-10-19T10:18:33.000Z,Southern Highlands Zone,Katavi,Mpanda,Mpanda MC,Shanwe,Shanwe,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.30556,31.02929,01/01/1995,0,1,1,0,0
108361-7,St. Thereza,Wenda mission,Registered,2013-08-20T10:55:40.000Z,2019-12-11T19:50:53.000Z,Southern Highlands Zone,Iringa,Iringa,Iringa DC,Mseke,Wenda,Health Center,Operating,Private - Faith based organization (FBO) - Catholic,,11-06-0165,-7.90329,35.58642,11/07/2008,1,0,1,0,0
107637-1,St. Thomas,,Registered,2013-08-20T10:52:36.000Z,2019-05-22T09:10:41.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Bondeni,Health Center,Operating,Private - For Profit,23237,02-03-0117,-3.372425,36.688475,30/07/2001,1,1,0,0,0
107636-3,St. Thomas,St. Thomas Dispensary,Registered,2013-08-20T10:52:35.000Z,2019-08-22T06:30:02.000Z,Lake Zone,Kagera,Kyerwa,Kyerwa DC,Isingiro,Karukwanzi 'A',Dispensary,Closed,Private - For Profit,18026,,-1.27159,30.68558,09/08/2009,0,0,1,0,0
107638-9,St. Valentine,Komuge,Registered,2013-08-20T10:52:36.000Z,2015-03-26T11:18:48.000Z,Lake Zone,Mara,Rorya,Rorya DC,Komuge,Komuge,Dispensary,Operating,Private - Faith based organization (FBO),,,-1.44977,33.9042,05/04/2006,1,0,0,0,0
107639-7,St. Veronica,,Registered,2013-08-20T10:52:36.000Z,2018-07-06T12:26:34.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Elerai,Majengo A,Dispensary,Closed,Private - For Profit,23046,,-3.36668,36.67221,07/09/1997,1,0,0,0,0
109176-8,St. Vicent,ST.VICENT DISP,Not Registered,2014-11-05T08:37:12.000Z,2019-05-24T12:05:59.000Z,Southern Highlands Zone,Mbeya,Chunya,Chunya DC,Lupatingatinga,Lupa,Dispensary,Operating,Private - Faith based organization (FBO),,,-8.030167,33.266296,02/11/1997,1,0,0,0,0
107642-1,St. Vicent,,Registered,2013-08-20T10:52:37.000Z,2018-10-23T20:31:42.000Z,Eastern Zone,Pwani,Mkuranga,Mkuranga DC,Vikindu,Vikindu,Health Center,Operating,Private - Faith based organization (FBO) - Catholic,,,-7.02419,39.2976,,0,0,0,0,0
105740-5,St. Yuda Thadei,Muvwa,,2013-08-20T10:44:44.000Z,2015-12-17T13:45:39.000Z,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Mshewe,Muvwa,Dispensary,Operating,Private - Faith based organization (FBO),,,-8.851798,33.245398,,0,0,0,0,0
107089-5,St.Alfred Riroda Rc,St Alfred Riroda RC,Registered,2013-08-20T10:50:19.000Z,2019-09-02T06:34:26.000Z,Northern Zone,Manyara,Babati,Babati DC,Riroda,Sangara,Dispensary,Operating,Private - Faith based organization (FBO),,21-01-0114,-4.18033,35.3892,01/02/1990,0,0,1,1,0
108689-1,St.Aloyce,St.Aloyce,Registered,2014-10-08T05:51:07.000Z,2015-05-28T10:34:43.000Z,Southern Highlands Zone,Katavi,Mpanda,Mpanda MC,Kashaulili,Kashaulili,Health Center,Operating,Private - Faith based organization (FBO),151204,15-01-0105,-6.340594,31.074322,16/08/2005,0,0,1,0,1
108045-6,St.Bakhita,Ujewa Mission,Registered,2013-08-20T10:54:18.000Z,2015-08-26T07:33:41.000Z,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Ubaruku,Mwakaganga,Health Center,Operating,Private - Faith based organization (FBO),,,-8.68181,34.31223,08/02/2012,1,1,0,0,0
111818-1,St.Benjamin,St.Benjamin,Registered,2017-08-03T10:52:57.000Z,2017-08-03T10:52:57.000Z,Southern Zone,Ruvuma,Songea,Songea MC,Msamala,Oysterbay,Dispensary,Operating,Private - For Profit,,,-10.65077,35.64879,07/03/2017,0,0,0,0,0
113556-5,St.Camillius,St.Camllius,Registered,2019-04-10T09:52:17.000Z,2019-04-10T09:52:17.000Z,Central Zone,Dodoma,Dodoma,Dodoma MC,Madukani,Jamali,Clinic - Specialized Polyclinic,Operating,Private - For Profit,,,-6.18016,35.74521,,1,1,0,0,0
110035-3,St.Charles Borromoe,,Registered,2015-05-26T07:24:56.000Z,2016-05-05T12:45:23.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Kihonda,Kihonda Kaskazini,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.74862,37.64884,,1,0,0,0,0
101332-5,St.Clara,St. Clara,Registered,2013-08-20T10:28:12.000Z,2016-02-24T13:06:29.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kijitonyama,Mwenge,Dispensary,Operating,Private - For Profit,71364,,-6.76646,39.23076,04/02/2011,1,1,0,0,0
108750-1,St.Clara,St.clare,Registered,2014-10-09T06:49:17.000Z,2019-05-20T16:12:47.000Z,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Nyabusozi,Nyabusozi,Dispensary,Operating,Private - Faith based organization (FBO),,,-2.87464,31.40698,,0,0,0,0,0
108884-8,St.Francis,Kwa Dr.Hyera,Registered,2014-10-16T06:32:31.000Z,2017-11-06T06:03:08.000Z,Southern Zone,Ruvuma,Songea,Songea MC,Matogoro,Matogoro Kati,Dispensary,Operating,Private - For Profit,,,-10.67125,35.66927,,0,0,0,0,0
110218-5,St.Gabriel,,Registered,2015-05-28T04:24:16.000Z,2016-08-02T22:25:14.000Z,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Mbinga Mjini,Mbinga A,Dispensary,Operating,Private - Faith based organization (FBO),103206,,-10.941419,35.012808,28/02/2007,0,1,1,0,0
113250-5,St.Grem,St.Grem,Registered,2019-03-13T18:46:30.000Z,2019-05-25T16:35:55.000Z,Southern Highlands Zone,Katavi,Mpanda,Mpanda MC,Kawajense,Kawajense,Dispensary,Operating,Private - For Profit,151219,,-6.33185,31.08227,10/01/2017,0,0,0,0,1
111084-0,St.Joseph,S.t Joseph Dental Clinic,Registered,2015-11-18T06:05:07.000Z,2019-09-11T10:26:33.000Z,Northern Zone,Tanga,Lushoto,Lushoto DC,Lushoto,Not set,Clinic - Dental Clinic,Operating,Private - Faith based organization (FBO) - Catholic,,,-4.79244,38.29227,,1,1,1,0,0
107505-0,St.Joseph Siuyu,St. Joseph Siuyu,Registered,2013-08-20T10:52:03.000Z,2018-10-25T04:54:54.000Z,Central Zone,Singida,Ikungi,Ikungi DC,Siuyu,Siuyu,Dispensary,Operating,Private - Faith based organization (FBO) - Catholic,134203,,-4.897561,34.87801,,1,0,0,0,0
110396-9,St.Mathias,Kiroka Mission,Not Registered,2015-07-03T05:55:02.000Z,2015-12-23T05:03:55.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Kiroka,Kiroka,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.832917,37.817693,12/01/2014,0,0,1,0,0
113093-9,St.Nicholaus,,Registered,2019-03-10T12:30:53.000Z,2019-05-08T03:11:33.000Z,Southern Zone,Ruvuma,Songea,Songea MC,Majengo,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/RUV/AUT/028,,-10.679,35.64363,,0,0,0,0,0
113536-7,St.Theresia,,Registered,2019-04-04T11:49:51.000Z,2019-07-26T11:46:38.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala,Moringe,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/DSM-TMK/AUT/036,,-6.91342,39.26984,,1,0,0,0,0
110233-4,ST.Theresia,ST. Theresia,Registered,2015-05-28T13:44:15.000Z,2019-08-29T14:32:34.000Z,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Kizwite,O.T.C,Health Center,Operating,Private - Faith based organization (FBO),,,-7.982182,31.619786,03/03/2008,0,0,0,0,0
111834-8,ST.Theresia,,Registered,2017-08-16T12:13:23.000Z,2019-12-16T20:13:33.000Z,Southern Highlands Zone,Iringa,Mufindi,Mufindi DC,Ihanu,Ibwanzi,Dispensary,Operating,Private - Faith based organization (FBO),,,-8.572543,35.624632,02/04/2018,1,0,0,0,0
110291-2,St.Thomas,,Registered,2015-06-17T06:44:34.000Z,2016-05-05T13:11:19.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Kilakala,Bong'ola,Health Center,Operating,Private - Faith based organization (FBO),,,-6.82514,37.68822,,0,0,0,0,0
107641-3,St.Vicent,St. Vicent,Registered,2013-08-20T10:52:37.000Z,2017-06-15T08:06:16.000Z,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Mbinga Mjini,Mbinga A,Health Center,Operating,Private - Faith based organization (FBO),103019,,-10.94907,34.99049,,0,1,0,0,0
107644-7,Staff Inn,staff inn,Registered,2013-08-20T10:52:37.000Z,2019-11-14T13:24:43.000Z,Southern Highlands Zone,Iringa,Iringa,Iringa MC,Kitanzini,Miyomboni,Dispensary,Closed,Private - For Profit,116010,,-7.78261,35.69598,,1,0,0,0,0
107645-4,Stahabu,,Registered,2013-08-20T10:52:38.000Z,2015-12-09T10:39:49.000Z,Northern Zone,Tanga,Pangani,Pangani DC,Mikunguni,Stahabu,Dispensary,Operating,Public - LGA,,,-5.56317,38.90891,19/05/1975,1,0,0,0,0
112823-0,Stamico,,Registered,2019-02-28T13:01:52.000Z,2019-06-16T17:52:44.000Z,Lake Zone,Geita,Geita,Geita DC,Ludete,Stamico,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/GTA/AUT/04,,-3.000015,31.930356,,0,0,0,0,0
108547-1,Stamigold Biharamulo Mine,Stamigold Clinic,Registered,2014-03-13T11:31:07.000Z,2017-05-26T05:05:39.000Z,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Kaniha,Mavota,Dispensary,Operating,Private - For Profit,,,-3.20635,31.5419,02/02/2004,0,1,0,0,0
110827-3,Star Med Care,,Registered,2015-07-22T09:44:30.000Z,2016-02-09T20:09:35.000Z,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Mbugani,Mbugani 'A',Dispensary,Operating,Private - For Profit,,,-2.52544,32.918441,,0,0,0,0,0
113895-7,Star Mission,Star Mission,Registered,2019-12-16T17:48:57.000Z,2019-12-16T17:48:57.000Z,Northern Zone,Manyara,Babati,Babati DC,Nkaiti,Olasiti,Dispensary,Operating,Private - For Profit,,,-3.695161,35.935055,02/06/2015,1,1,0,0,0
112317-3,Star Optometry,Star Optometry,Registered,2018-08-01T08:47:47.000Z,2019-05-23T17:49:30.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Mita mia mbili,Clinic - Optometry Clinic,Operating,Private - For Profit,,,-3.361102,36.684911,,1,0,0,0,0
111216-8,Stephania,,Registered,2015-11-26T13:41:54.000Z,2016-08-05T06:16:21.000Z,Southern Zone,Mtwara,Masasi,Masasi TC,Mtandi,Benako,Dispensary,Operating,Private - For Profit,,,-10.694325,38.847709,,0,0,0,0,0
107647-0,SUA,,Registered,2013-08-20T10:52:38.000Z,2016-05-15T00:28:48.000Z,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Mbuyuni,Magadu,Health Center,Operating,Public - Parastatal,,,-6.85344,37.65657,,0,0,0,0,0
107649-6,Subira,Subira kati,Registered,2013-08-20T10:52:38.000Z,2018-04-02T04:35:33.000Z,Southern Zone,Ruvuma,Songea,Songea MC,Subira,Subira Kati,Dispensary,Operating,Public - LGA,,10-04-0108,-10.71562,35.57933,28/12/2012,0,0,1,0,0
107650-4,Suby,Suby,,2013-08-20T10:52:39.000Z,2017-11-17T05:38:37.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Ndugumbi,Kagera Mikoroshini,Maternity Home,Operating,Private - For Profit,,,-6.800339,39.244272,15/07/1997,1,1,0,0,0
107651-2,Sudi,Sudi,,2013-08-20T10:52:39.000Z,2015-06-22T13:52:44.000Z,Southern Zone,Lindi,Lindi,Lindi DC,Sudi,Kilimani,Dispensary,Operating,Public - LGA,,,-10.16163,39.95636,,0,0,1,0,0
111302-6,Sugar Company,K 2,Registered,2015-12-30T05:40:26.000Z,2019-08-30T06:30:13.000Z,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Ruaha,Ruaha,Clinic - Other Clinic,Operating,Public - Parastatal,,,-7.66203,36.99272,,1,0,0,0,0
109540-5,Suguta,Suguta,Registered,2015-03-27T10:27:36.000Z,2015-12-14T03:43:41.000Z,Central Zone,Dodoma,Kongwa,Kongwa DC,Iduo,Suguta,Dispensary,Operating,Public - LGA,,,-6.293529,36.686686,01/07/2010,0,0,0,1,0
107652-0,Suguti,Suguti Dispensary,Registered,2013-08-20T10:52:40.000Z,2018-05-03T05:33:35.000Z,Lake Zone,Mara,Musoma,Musoma DC,Suguti,Kusenyi,Dispensary,Operating,Public - LGA,,20-05-0105,-1.79509,33.6433,25/07/1956,1,0,1,0,0
107653-8,Suji Gonjanza,suji gonjanza,Not Registered,2013-08-20T10:52:40.000Z,2015-08-24T08:20:45.000Z,Northern Zone,Kilimanjaro,Same,Same DC,Suji,Gonjanza,Dispensary,Operating,Public - LGA,,,-4.38533,37.9013,,1,0,0,0,0
107654-6,Suji SDA,suji sda,Not Registered,2013-08-20T10:52:40.000Z,2015-08-24T08:22:04.000Z,Northern Zone,Kilimanjaro,Same,Same DC,Suji,Malindi,Dispensary,Operating,Private - Faith based organization (FBO),,,-4.36558,37.89507,,1,0,0,0,0
112161-5,Suka Wazazi Dispensary,Suka,Registered,2018-03-27T12:20:05.000Z,2018-12-03T07:21:46.000Z,Western Zone,Shinyanga,Kahama,Kahama TC,Mhongolo,Not set,Dispensary,Operating,Private - For Profit,174227,,-3.80458,32.60338,01/03/2016,1,0,1,0,0
107655-3,Sukamahela,,Registered,2013-08-20T10:52:41.000Z,2018-10-25T04:52:39.000Z,Central Zone,Singida,Manyoni,Manyoni DC,Saranda,Not set,Dispensary,Operating,Public - LGA,,,-5.77736,35.0078,,1,0,0,0,0
110912-3,sukenya,,Not Registered,2015-09-22T11:08:44.000Z,2018-10-17T06:34:45.000Z,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Oloipiri,Not set,Dispensary,Operating,Public - LGA,,,-1.956338,35.511657,09/05/2015,0,0,1,0,0
107656-1,Sukuma,zahanati,Registered,2013-08-20T10:52:41.000Z,2019-07-16T11:20:32.000Z,Lake Zone,Mwanza,Sengerema,Buchosa DC,Bukokwa,Sukuma,Dispensary,Operating,Public - LGA,,,-2.54851,32.40906,01/07/1974,0,0,1,0,0
107657-9,Sukuro,Sukuro,Registered,2013-08-20T10:52:41.000Z,2015-03-26T16:44:22.000Z,Northern Zone,Manyara,Simanjiro,Simanjiro DC,Komolo,Sukuro,Dispensary,Operating,Public - LGA,,,-4.04417,36.5584,,0,0,1,0,0
113621-7,Suleiman,Suleiman,Registered,2019-05-23T16:21:04.000Z,2019-06-03T17:32:38.000Z,Western Zone,Tabora,Kaliua,Kaliua DC,Silambo,Nsungwa,Dispensary,Operating,Private - For Profit,,,-4.472641,32.006713,20/05/2019,0,0,1,0,0
111063-4,Sulemanjee,Sulemanjee,Registered,2015-11-17T05:23:21.000Z,2016-08-25T09:30:59.000Z,Northern Zone,Tanga,Tanga,Tanga CC,Ngamiani Kaskazini,Maua,Clinic,Operating,Private - For Profit,,,-5.07606,39.10204,,1,0,0,0,0
107659-5,Suli,Suli,Registered,2013-08-20T10:52:41.000Z,2018-04-03T05:11:13.000Z,Central Zone,Dodoma,Chamwino,Chamwino DC,Fufu,Suli,Dispensary,Operating,Public - LGA,,,-6.746848,35.929176,,0,0,0,0,0
107660-3,Sulu,,Not Registered,2013-08-20T10:52:42.000Z,2017-12-22T14:50:54.000Z,Western Zone,Simiyu,Maswa,Maswa DC,Lalago,Sulu,Dispensary,Operating,Public - LGA,Sulu Dispensary,,-3.34553,33.94537,,1,0,0,0,0
107662-9,Suma,Suma,Not Registered,2013-08-20T10:52:42.000Z,2015-06-22T20:05:31.000Z,Southern Highlands Zone,Mbeya,Rungwe,Rungwe DC,Suma,Suma,Dispensary,Operating,Public - LGA,,,-9.210577,33.711734,26/04/1976,1,0,0,0,0
109906-8,Sumbalwela,,Registered,2015-04-23T08:30:43.000Z,2017-07-31T11:28:03.000Z,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Ihanda,Sumbalwela,Dispensary,Operating,Public - LGA,,,-9.102392,32.867984,,0,0,0,0,0
107663-7,Sumbawanga,Sumbawanga Regional,Registered,2013-08-20T10:52:42.000Z,2020-01-16T12:12:55.000Z,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Mazwi,NHC,Hospital - Regional Referral Hospital,Operating,Public - MoHCDGEC,,15-04-0100,-7.96641,31.614065,01/07/1975,1,1,0,0,0
107664-5,Sumbigu,sumbigu,Registered,2013-08-20T10:52:43.000Z,2015-05-28T12:53:04.000Z,Western Zone,Shinyanga,Shinyanga,Shinyanga DC,Bukene,Sumbigu,Dispensary,Operating,Public - LGA,,,-3.71585,33.26368,,0,0,0,0,0
107665-2,Sumbugu,Sumbugu,Registered,2013-08-20T10:52:43.000Z,2019-11-10T16:06:50.000Z,Lake Zone,Mwanza,Misungwi,Misungwi DC,Sumbugu,Sumbugu,Dispensary,Operating,Public - LGA,,,-2.86505,32.95206,01/07/1986,1,0,0,0,0
111690-4,Summit,Summit H/C,Registered,2017-03-22T06:05:20.000Z,2018-04-17T08:16:43.000Z,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Katandala,Community Centre,Health Center,Operating,Private - For Profit,154213,,-7.95989,31.61292,25/03/2016,1,0,0,0,0
107666-0,Sumve,Sumve Hospital,Registered,2013-08-20T10:52:43.000Z,2019-02-28T13:55:15.000Z,Lake Zone,Mwanza,Kwimba,Kwimba DC,Sumve,Sumve,Hospital - Hospital at District Level,Operating,Private - Faith based organization (FBO),194200,,-2.751281,33.229181,,1,1,1,0,0
113750-4,SUN,,Registered,2019-08-06T11:20:32.000Z,2019-08-06T11:20:32.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Makuburi,Makuburi,Dispensary,Operating,Private - For Profit,71400,,-6.787335,39.201172,05/06/2012,1,1,0,0,0
112817-2,Sun Rise Sec School,,Registered,2019-03-02T03:01:22.000Z,2019-06-07T17:24:20.000Z,Lake Zone,Mwanza,Ilemela,Ilemela MC,Pasiansi,Pasiansi juu,Dispensary,Operating,Private - For Profit,193689,,-2.482808,32.904396,15/05/2018,0,0,0,0,0
107677-7,Sun Shine Muslim Volunteers,SMV,Registered,2013-08-20T10:52:46.000Z,2016-05-13T06:47:13.000Z,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Ilala,Karume,Health Center,Operating,Private - Faith based organization (FBO),72386,,-6.82805,39.261851,07/03/2012,1,1,0,0,0
110278-9,Suna,,Registered,2015-06-11T11:16:55.000Z,2015-06-11T11:16:55.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Machimbo,Health Center,Operating,Private - For Profit,73362,,-6.8776,39.22826,27/10/2014,1,1,0,0,0
112314-0,Sunbeam Optical Centre,SunBeam Optical centre,Registered,2018-08-01T08:40:29.000Z,2019-08-07T08:58:19.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Majengo,Clinic - Optometry Clinic,Operating,Private - For Profit,7,,-3.374242,36.684171,31/05/2012,1,0,0,0,0
107668-6,Sunga,,Registered,2013-08-20T10:52:44.000Z,2019-07-02T10:15:16.000Z,Northern Zone,Tanga,Lushoto,Lushoto DC,Sunga,Sunga,Dispensary,Operating,Public - LGA,,,-4.52776,38.2371,,0,0,1,0,0
107669-4,Sungo,Sungo,Registered,2013-08-20T10:52:44.000Z,2015-08-24T07:27:58.000Z,Northern Zone,Kilimanjaro,Mwanga,Mwanga DC,Msangeni,Msangeni,Dispensary,Operating,Public - LGA,,,-3.655783,37.665186,04/07/1984,1,0,0,0,0
107670-2,Sungu,,Registered,2013-08-20T10:52:44.000Z,2015-06-25T08:45:31.000Z,Western Zone,Simiyu,Meatu,Meatu DC,Mwangundo,Iramba ndogo,Dispensary,Operating,Public - LGA,,,-3.52561,34.62074,,0,0,1,0,0
107671-0,Sungwi,Sungwi,Registered,2013-08-20T10:52:44.000Z,2015-05-26T14:25:30.000Z,Eastern Zone,Pwani,Kisarawe,Kisarawe DC,Masaki,Sungwi,Dispensary,Operating,Public - LGA,,,-7.04361,38.9755,,0,0,0,0,0
107672-8,Sungwizi,Sungwizi Dispensary,Registered,2013-08-20T10:52:45.000Z,2019-11-07T17:49:04.000Z,Western Zone,Tabora,Igunga,Igunga DC,Sungwizi,Sungwizi,Dispensary,Operating,Public - LGA,,14-02-0108,-4.454863,33.525285,12/07/1949,1,0,1,0,0
108580-2,Suni,Sunni muslim Dispensary,Registered,2014-04-09T11:47:56.000Z,2016-02-24T14:14:22.000Z,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Bondeni,Dispensary,Operating,Private - Faith based organization (FBO),Sunni Muslim Dispensary,,-3.37178,36.68668,,1,1,0,0,0
107674-4,Sunji,,Registered,2013-08-20T10:52:45.000Z,2019-11-20T09:22:32.000Z,Southern Highlands Zone,Njombe,Makete,Makete DC,Lupila,Not set,Dispensary,Operating,Private - Faith based organization (FBO),,,-9.541097,34.354621,09/09/1997,0,0,1,0,0
107676-9,Sunny,,,2013-08-20T10:52:46.000Z,2015-08-25T11:27:27.000Z,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Makongo,Mlalakuwa,Dispensary,Closed,Private - For Profit,,,-6.76799,39.2211,,0,0,0,0,0
107678-5,Sunsi,SUNSI,Registered,2013-08-20T10:52:46.000Z,2018-10-23T18:51:17.000Z,Lake Zone,Mara,Bunda,Bunda DC,Nampindi,Sunsi,Dispensary,Operating,Public - LGA,,,-2.136,33.2122,04/11/2007,0,0,1,0,0
107679-3,Sunuka,Sunuka Dispensary,Registered,2013-08-20T10:52:46.000Z,2019-11-28T15:25:14.000Z,Western Zone,Kigoma,Uvinza,Uvinza DC,Sunuka,Sunuka,Dispensary,Operating,Public - LGA,,,-5.34924,29.78476,01/07/1980,0,0,1,0,0
107680-1,Sunya,,Registered,2013-08-20T10:52:47.000Z,2019-11-28T03:45:36.000Z,Northern Zone,Manyara,Kiteto,Kiteto DC,Sunya,Sunya,Health Center,Operating,Public - LGA,,25-05-0113,-5.72709,37.09665,19/08/2005,0,0,1,0,0
107681-9,Sunzula,Sunzula.,Registered,2013-08-20T10:52:47.000Z,2019-11-05T07:38:52.000Z,Western Zone,Simiyu,Itilima,Itilima DC,Mbita,Sunzula,Dispensary,Operating,Public - LGA,,,-2.88118,33.81311,05/07/1975,0,0,1,0,0
107682-7,Super Tandala,,,2013-08-20T10:52:47.000Z,2015-08-18T06:09:08.000Z,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mtoni,Mtoni,Dispensary,Closed,Private - For Profit,,,-6.86683,39.27618,,0,0,0,0,0
107683-5,Sura,Sura,Registered,2013-08-20T10:52:47.000Z,2019-06-03T18:00:49.000Z,Northern Zone,Arusha,Arumeru,Meru DC,Songoro,Sura,Dispensary,Operating,Public - LGA,,,-3.330077,36.799585,02/01/2008,1,0,0,0,0
107684-3,Surubu,SURUBU,Registered,2013-08-20T10:52:48.000Z,2015-08-20T10:16:35.000Z,Lake Zone,Mara,Tarime,Tarime DC,Komaswa,Surubu,Dispensary,Operating,Public - LGA,,,-1.4473,34.2276,,0,0,1,0,0
107685-0,Survey,Survey,Registered,2013-08-20T10:52:48.000Z,2019-08-14T20:29:19.000Z,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Sinza,Sinza A,Dispensary,Operating,Private - For Profit,71102,,-6.773947,39.222077,09/06/1997,1,0,0,0,0
112978-2,Susan,,Registered,2019-03-10T08:12:57.000Z,2019-08-27T10:59:48.000Z,Southern Zone,Mtwara,Masasi,Masasi DC,Chigugu,Not set,Health Labs - Level IA2 (Dispensary Laboratory),Operating,Private - For Profit,PHL-C/MTW/AUT/06,,-10.60185,38.89653,,0,0,0,0,0
107687-6,Suwa,suwa,Registered,2013-08-20T10:52:48.000Z,2019-07-15T13:53:32.000Z,Northern Zone,Tanga,Handeni,Handeni DC,Mazingara,Suwa,Dispensary,Operating,Public - LGA,,,-5.701075,38.202732,,1,0,0,0,0
107689-2,Swaya,Swaya,Not Registered,2013-08-20T10:52:49.000Z,2015-03-26T12:01:32.000Z,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Swaya,Swaya,Dispensary,Operating,Public - LGA,,,-8.951041,33.444955,,0,0,0,1,1
107690-0,Swaya,Swaya,Registered,2013-08-20T10:52:49.000Z,2019-08-20T11:47:08.000Z,Southern Highlands Zone,Mbeya,Rungwe,Rungwe DC,Swaya,Malangali,Dispensary,Operating,Public - LGA,,12-04-0150,-9.06726,33.50359,09/03/1981,0,0,1,0,0
112100-3,Swihatulkhair,Swihatulkhair Dispensary,Registered,2018-02-08T10:02:56.000Z,2019-09-19T09:56:41.000Z,Eastern Zone,Pwani,Mafia,Mafia DC,Kilindoni,Kilindoni,Dispensary,Operating,Private - Faith based organization (FBO),,,-7.92099,39.66813,02/10/2017,1,1,0,0,0
